"name","year","movie_rated","run_length","genres","release_date","rating","num_raters","num_reviews","review_url"
"The Pianist","2002","R","2h 30min","Biography; Drama; Music; ","28 March 2003 (USA)","8.5","701576","924","https://www.imdb.com/title/tt0253474/reviews/_ajax?ref_=undefined&paginationKey="
"Whiplash","2014","R","1h 46min","Drama; Music; ","20 February 2015 (India)","8.5","683157","1195","https://www.imdb.com/title/tt2582802/reviews/_ajax?ref_=undefined&paginationKey="
"La La Land","2016","PG-13","2h 8min","Comedy; Drama; Music; ","25 December 2016 (USA)","8.0","482858","1772","https://www.imdb.com/title/tt3783958/reviews/_ajax?ref_=undefined&paginationKey="
"Bohemian Rhapsody","2018","PG-13","2h 14min","Biography; Drama; Music; ","2 November 2018 (USA)","8.0","428335","3356","https://www.imdb.com/title/tt1727824/reviews/_ajax?ref_=undefined&paginationKey="
"A Star Is Born","2018","R","2h 16min","Drama; Music; Romance; ","5 October 2018 (USA)","7.7","313113","2664","https://www.imdb.com/title/tt1517451/reviews/_ajax?ref_=undefined&paginationKey="
"Pitch Perfect","2012","PG-13","1h 52min","Comedy; Music; Romance; ","5 October 2012 (USA)","7.2","269390","316","https://www.imdb.com/title/tt1981677/reviews/_ajax?ref_=undefined&paginationKey="
"School of Rock","2003","PG-13","1h 49min","Comedy; Music; ","3 October 2003 (USA)","7.1","260266","517","https://www.imdb.com/title/tt0332379/reviews/_ajax?ref_=undefined&paginationKey="
"8 Mile","2002","R","1h 50min","Drama; Music; ","8 November 2002 (USA)","7.1","243272","611","https://www.imdb.com/title/tt0298203/reviews/_ajax?ref_=undefined&paginationKey="
"Some Like It Hot","1959","Not Rated","2h 1min","Comedy; Music; Romance; ","19 March 1959 (USA)","8.2","236252","415","https://www.imdb.com/title/tt0053291/reviews/_ajax?ref_=undefined&paginationKey="
"Walk the Line","2005","PG-13","2h 16min","Biography; Drama; Music; ","18 November 2005 (USA)","7.8","227982","897","https://www.imdb.com/title/tt0358273/reviews/_ajax?ref_=undefined&paginationKey="
"Dirty Dancing","1987","PG-13","1h 40min","Drama; Music; Romance; ","21 August 1987 (USA)","7.0","194794","462","https://www.imdb.com/title/tt0092890/reviews/_ajax?ref_=undefined&paginationKey="
"Get Him to the Greek","2010","R","1h 49min","Comedy; Music; ","4 June 2010 (USA)","6.4","167212","220","https://www.imdb.com/title/tt1226229/reviews/_ajax?ref_=undefined&paginationKey="
"High Fidelity","2000","R","1h 53min","Comedy; Drama; Music; ","31 March 2000 (USA)","7.5","164661","627","https://www.imdb.com/title/tt0146882/reviews/_ajax?ref_=undefined&paginationKey="
"Wayne's World","1992","PG-13","1h 34min","Comedy; Music; ","14 February 1992 (USA)","7.0","140324","199","https://www.imdb.com/title/tt0105793/reviews/_ajax?ref_=undefined&paginationKey="
"Begin Again","2013","R","1h 44min","Comedy; Drama; Music; ","11 July 2014 (USA)","7.4","138458","262","https://www.imdb.com/title/tt1980929/reviews/_ajax?ref_=undefined&paginationKey="
"Pitch Perfect 2","2015","PG-13","1h 55min","Comedy; Music; ","15 May 2015 (USA)","6.4","138421","221","https://www.imdb.com/title/tt2848292/reviews/_ajax?ref_=undefined&paginationKey="
"Ray","2004","PG-13","2h 32min","Biography; Drama; Music; ","29 October 2004 (USA)","7.7","135305","460","https://www.imdb.com/title/tt0350258/reviews/_ajax?ref_=undefined&paginationKey="
"Inside Llewyn Davis","2013","R","1h 44min","Comedy; Drama; Music; ","10 January 2014 (USA)","7.5","134564","381","https://www.imdb.com/title/tt2042568/reviews/_ajax?ref_=undefined&paginationKey="
"The Wedding Singer","1998","PG-13","1h 37min","Comedy; Music; Romance; ","13 February 1998 (USA)","6.8","131174","362","https://www.imdb.com/title/tt0120888/reviews/_ajax?ref_=undefined&paginationKey="
"This Is Spinal Tap","1984","R","1h 22min","Comedy; Music; ","2 March 1984 (USA)","7.9","125864","366","https://www.imdb.com/title/tt0088258/reviews/_ajax?ref_=undefined&paginationKey="
"Billy Elliot","2000","R","1h 50min","Drama; Music; ","10 November 2000 (USA)","7.7","122980","469","https://www.imdb.com/title/tt0249462/reviews/_ajax?ref_=undefined&paginationKey="
"Rocketman","2019","R","2h 1min","Biography; Drama; Music; ","31 May 2019 (USA)","7.3","120440","944","https://www.imdb.com/title/tt2066051/reviews/_ajax?ref_=undefined&paginationKey="
"Hail, Caesar!","2016","PG-13","1h 46min","Comedy; Drama; Music; ","5 February 2016 (USA)","6.3","120378","445","https://www.imdb.com/title/tt0475290/reviews/_ajax?ref_=undefined&paginationKey="
"The Bodyguard","1992","R","2h 9min","Action; Drama; Music; ","25 November 1992 (USA)","6.3","115475","158","https://www.imdb.com/title/tt0103855/reviews/_ajax?ref_=undefined&paginationKey="
"If I Stay","2014","PG-13","1h 47min","Drama; Fantasy; Music; ","22 August 2014 (USA)","6.7","113203","168","https://www.imdb.com/title/tt1355630/reviews/_ajax?ref_=undefined&paginationKey="
"Once","2007","R","1h 26min","Drama; Music; Romance; ","15 June 2007 (USA)","7.8","108624","365","https://www.imdb.com/title/tt0907657/reviews/_ajax?ref_=undefined&paginationKey="
"Step Up","2006","PG-13","1h 44min","Crime; Drama; Music; ","11 August 2006 (USA)","6.5","108504","285","https://www.imdb.com/title/tt0462590/reviews/_ajax?ref_=undefined&paginationKey="
"Bill & Ted's Excellent Adventure","1989","PG","1h 30min","Adventure; Comedy; Music; ","17 February 1989 (USA)","6.9","107579","228","https://www.imdb.com/title/tt0096928/reviews/_ajax?ref_=undefined&paginationKey="
"Pirate Radio","2009","R","1h 57min","Comedy; Drama; Music; ","13 November 2009 (USA)","7.4","105802","241","https://www.imdb.com/title/tt1131729/reviews/_ajax?ref_=undefined&paginationKey="
"Coyote Ugly","2000","PG-13","1h 40min","Comedy; Drama; Music; ","4 August 2000 (USA)","5.7","104700","389","https://www.imdb.com/title/tt0200550/reviews/_ajax?ref_=undefined&paginationKey="
"Green Room","2015","R","1h 35min","Horror; Music; Thriller; ","13 May 2016 (USA)","7.0","102334","321","https://www.imdb.com/title/tt4062536/reviews/_ajax?ref_=undefined&paginationKey="
"August Rush","2007","PG","1h 54min","Drama; Music; ","21 November 2007 (USA)","7.5","101979","397","https://www.imdb.com/title/tt0426931/reviews/_ajax?ref_=undefined&paginationKey="
"Yesterday","2019","PG-13","1h 56min","Comedy; Fantasy; Music; ","28 June 2019 (USA)","6.8","100978","934","https://www.imdb.com/title/tt8079248/reviews/_ajax?ref_=undefined&paginationKey="
"Tenacious D in the Pick of Destiny","2006","R","1h 33min","Adventure; Comedy; Music; ","22 November 2006 (USA)","6.8","99944","208","https://www.imdb.com/title/tt0365830/reviews/_ajax?ref_=undefined&paginationKey="
"Music and Lyrics","2007","PG-13","1h 44min","Comedy; Music; Romance; ","14 February 2007 (USA)","6.5","94921","300","https://www.imdb.com/title/tt0758766/reviews/_ajax?ref_=undefined&paginationKey="
"Nick and Norah's Infinite Playlist","2008","PG-13","1h 30min","Comedy; Drama; Music; ","3 October 2008 (USA)","6.6","87186","157","https://www.imdb.com/title/tt0981227/reviews/_ajax?ref_=undefined&paginationKey="
"Three Colors: Blue","1993","R","1h 34min","Drama; Music; Mystery; ","8 September 1993 (France)","7.9","85415","197","https://www.imdb.com/title/tt0108394/reviews/_ajax?ref_=undefined&paginationKey="
"To Rome With Love","2012","R","1h 52min","Comedy; Music; Romance; ","6 July 2012 (USA)","6.3","82764","180","https://www.imdb.com/title/tt1859650/reviews/_ajax?ref_=undefined&paginationKey="
"Crazy Heart","2009","R","1h 52min","Drama; Music; Romance; ","5 February 2010 (USA)","7.2","82500","248","https://www.imdb.com/title/tt1263670/reviews/_ajax?ref_=undefined&paginationKey="
"Sing Street","2016","PG-13","1h 46min","Comedy; Drama; Music; ","17 March 2016 (Ireland)","7.9","81933","196","https://www.imdb.com/title/tt3544112/reviews/_ajax?ref_=undefined&paginationKey="
"The Doors","1991","R","2h 20min","Biography; Drama; Music; ","1 March 1991 (USA)","7.2","81792","243","https://www.imdb.com/title/tt0101761/reviews/_ajax?ref_=undefined&paginationKey="
"La Vie En Rose","2007","PG-13","2h 20min","Biography; Drama; Music; ","20 July 2007 (USA)","7.6","80970","247","https://www.imdb.com/title/tt0450188/reviews/_ajax?ref_=undefined&paginationKey="
"The Last Song","2010","PG","1h 47min","Drama; Music; Romance; ","31 March 2010 (USA)","6.0","79196","207","https://www.imdb.com/title/tt1294226/reviews/_ajax?ref_=undefined&paginationKey="
"Step Up 2: The Streets","2008","PG-13","1h 38min","Drama; Music; Romance; ","14 February 2008 (USA)","6.2","78573","114","https://www.imdb.com/title/tt1023481/reviews/_ajax?ref_=undefined&paginationKey="
"The Piano","1993","R","2h 1min","Drama; Music; Romance; ","11 February 1994 (USA)","7.6","76889","269","https://www.imdb.com/title/tt0107822/reviews/_ajax?ref_=undefined&paginationKey="
"Burlesque","2010","PG-13","1h 59min","Drama; Music; ","24 November 2010 (USA)","6.4","76164","252","https://www.imdb.com/title/tt1126591/reviews/_ajax?ref_=undefined&paginationKey="
"Frank","2014","R","1h 35min","Comedy; Drama; Music; ","5 September 2014 (USA)","7.0","73451","146","https://www.imdb.com/title/tt1605717/reviews/_ajax?ref_=undefined&paginationKey="
"Youth","2015","R","2h 4min","Comedy; Drama; Music; ","4 December 2015 (USA)","7.3","69311","164","https://www.imdb.com/title/tt3312830/reviews/_ajax?ref_=undefined&paginationKey="
"Saturday Night Fever","1977","R","1h 58min","Drama; Music; ","16 December 1977 (USA)","6.8","68890","254","https://www.imdb.com/title/tt0076666/reviews/_ajax?ref_=undefined&paginationKey="
"Footloose","1984","PG","1h 47min","Drama; Music; Romance; ","17 February 1984 (USA)","6.6","67658","141","https://www.imdb.com/title/tt0087277/reviews/_ajax?ref_=undefined&paginationKey="
"Dreamgirls","2006","PG-13","2h 10min","Drama; Music; ","25 December 2006 (USA)","6.5","67216","528","https://www.imdb.com/title/tt0443489/reviews/_ajax?ref_=undefined&paginationKey="
"Walk Hard: The Dewey Cox Story","2007","R","1h 36min","Comedy; Drama; Music; ","21 December 2007 (USA)","6.8","65673","226","https://www.imdb.com/title/tt0841046/reviews/_ajax?ref_=undefined&paginationKey="
"That Thing You Do!","1996","PG","1h 48min","Comedy; Drama; Music; ","4 October 1996 (USA)","6.9","60721","228","https://www.imdb.com/title/tt0117887/reviews/_ajax?ref_=undefined&paginationKey="
"Control","2007","R","2h 2min","Biography; Drama; Music; ","26 September 2007 (France)","7.7","60379","156","https://www.imdb.com/title/tt0421082/reviews/_ajax?ref_=undefined&paginationKey="
"Black Snake Moan","2006","R","1h 56min","Drama; Music; ","2 March 2007 (USA)","6.9","60135","224","https://www.imdb.com/title/tt0462200/reviews/_ajax?ref_=undefined&paginationKey="
"Coffee and Cigarettes","2003","R","1h 35min","Comedy; Drama; Music; ","11 June 2004 (USA)","7.1","58500","178","https://www.imdb.com/title/tt0379217/reviews/_ajax?ref_=undefined&paginationKey="
"Top Secret!","1984","PG","1h 30min","Comedy; Music; ","8 June 1984 (USA)","7.2","58341","180","https://www.imdb.com/title/tt0088286/reviews/_ajax?ref_=undefined&paginationKey="
"The Legend of 1900","1998","R","2h 49min","Drama; Music; Romance; ","28 October 1998 (Italy)","8.1","56898","276","https://www.imdb.com/title/tt0120731/reviews/_ajax?ref_=undefined&paginationKey="
"Save the Last Dance","2001","PG-13","1h 52min","Drama; Music; Romance; ","12 January 2001 (USA)","6.2","56061","325","https://www.imdb.com/title/tt0206275/reviews/_ajax?ref_=undefined&paginationKey="
"A Night at the Roxbury","1998","PG-13","1h 22min","Comedy; Music; Romance; ","2 October 1998 (USA)","6.3","55885","254","https://www.imdb.com/title/tt0120770/reviews/_ajax?ref_=undefined&paginationKey="
"The Chorus","2004","PG-13","1h 37min","Drama; Music; ","17 March 2004 (France)","7.9","55837","124","https://www.imdb.com/title/tt0372824/reviews/_ajax?ref_=undefined&paginationKey="
"I'm Not There","2007","R","2h 15min","Biography; Drama; Music; ","7 December 2007 (USA)","6.9","55709","238","https://www.imdb.com/title/tt0368794/reviews/_ajax?ref_=undefined&paginationKey="
"Pitch Perfect 3","2017","PG-13","1h 33min","Comedy; Music; ","22 December 2017 (USA)","5.8","52949","174","https://www.imdb.com/title/tt4765284/reviews/_ajax?ref_=undefined&paginationKey="
"Popstar: Never Stop Never Stopping","2016","R","1h 27min","Comedy; Music; ","3 June 2016 (USA)","6.7","52196","140","https://www.imdb.com/title/tt3960412/reviews/_ajax?ref_=undefined&paginationKey="
"Magic Mike XXL","2015","R","1h 55min","Comedy; Drama; Music; ","1 July 2015 (USA)","5.6","50888","143","https://www.imdb.com/title/tt2268016/reviews/_ajax?ref_=undefined&paginationKey="
"The Soloist","2009","PG-13","1h 57min","Biography; Drama; Music; ","24 April 2009 (USA)","6.7","50593","156","https://www.imdb.com/title/tt0821642/reviews/_ajax?ref_=undefined&paginationKey="
"Shine","1996","PG-13","1h 45min","Biography; Drama; Music; ","14 February 1997 (USA)","7.7","50286","117","https://www.imdb.com/title/tt0117631/reviews/_ajax?ref_=undefined&paginationKey="
"The Producers","1967","PG","1h 28min","Comedy; Music; ","10 November 1968 (USA)","7.6","48678","263","https://www.imdb.com/title/tt0063462/reviews/_ajax?ref_=undefined&paginationKey="
"Empire Records","1995","PG-13","1h 30min","Comedy; Drama; Music; ","20 October 1995 (USA)","6.7","48158","291","https://www.imdb.com/title/tt0112950/reviews/_ajax?ref_=undefined&paginationKey="
"Departures","2008","PG-13","2h 10min","Drama; Music; ","19 June 2009 (USA)","8.1","47355","150","https://www.imdb.com/title/tt1069238/reviews/_ajax?ref_=undefined&paginationKey="
"Flashdance","1983","R","1h 35min","Drama; Music; Romance; ","15 April 1983 (USA)","6.2","46132","154","https://www.imdb.com/title/tt0085549/reviews/_ajax?ref_=undefined&paginationKey="
"The Runaways","2010","R","1h 46min","Biography; Drama; Music; ","8 April 2010 (Malaysia)","6.5","45492","138","https://www.imdb.com/title/tt1017451/reviews/_ajax?ref_=undefined&paginationKey="
"The Adventures of Priscilla, Queen of the Desert","1994","R","1h 44min","Comedy; Music; ","10 August 1994 (USA)","7.4","45319","150","https://www.imdb.com/title/tt0109045/reviews/_ajax?ref_=undefined&paginationKey="
"Footloose","2011","PG-13","1h 53min","Comedy; Drama; Music; ","14 October 2011 (USA)","5.9","45304","146","https://www.imdb.com/title/tt1068242/reviews/_ajax?ref_=undefined&paginationKey="
"Climax","2018","R","1h 37min","Drama; Horror; Music; ","19 September 2018 (France)","7.1","45193","352","https://www.imdb.com/title/tt8359848/reviews/_ajax?ref_=undefined&paginationKey="
"Cold War","2018","R","1h 29min","Drama; History; Music; ","8 June 2018 (Poland)","7.6","44833","195","https://www.imdb.com/title/tt6543652/reviews/_ajax?ref_=undefined&paginationKey="
"Honey","2003","PG-13","1h 34min","Drama; Music; Romance; ","5 December 2003 (USA)","5.4","42673","144","https://www.imdb.com/title/tt0322589/reviews/_ajax?ref_=undefined&paginationKey="
"Shall We Dance","2004","PG-13","1h 46min","Comedy; Drama; Music; ","15 October 2004 (USA)","6.1","42622","221","https://www.imdb.com/title/tt0358135/reviews/_ajax?ref_=undefined&paginationKey="
"Rab Ne Bana Di Jodi","2008","Not Rated","2h 47min","Comedy; Drama; Music; ","12 December 2008 (USA)","7.2","42474","147","https://www.imdb.com/title/tt1182937/reviews/_ajax?ref_=undefined&paginationKey="
"Rock Star","2001","R","1h 45min","Drama; Music; ","7 September 2001 (USA)","6.3","40198","197","https://www.imdb.com/title/tt0202470/reviews/_ajax?ref_=undefined&paginationKey="
"The Double Life of V̩ronique","1991","R","1h 38min","Drama; Fantasy; Music; ","22 November 1991 (USA)","7.8","39948","125","https://www.imdb.com/title/tt0101765/reviews/_ajax?ref_=undefined&paginationKey="
"Behind The Candelabra","2013","TV-MA","1h 58min","Biography; Drama; Music; ","7 June 2013 (UK)","7.0","39655","171","https://www.imdb.com/title/tt1291580/reviews/_ajax?ref_=undefined&paginationKey="
"A Hard Day's Night","1964","G","1h 27min","Comedy; Music; ","7 July 1964 (UK)","7.6","39081","246","https://www.imdb.com/title/tt0058182/reviews/_ajax?ref_=undefined&paginationKey="
"Hustle & Flow","2005","R","1h 56min","Crime; Drama; Music; ","22 July 2005 (USA)","7.3","38021","212","https://www.imdb.com/title/tt0410097/reviews/_ajax?ref_=undefined&paginationKey="
"Rockstar","2011","Not Rated","2h 39min","Drama; Music; ","11 November 2011 (USA)","7.7","37740","168","https://www.imdb.com/title/tt1839596/reviews/_ajax?ref_=undefined&paginationKey="
"Eurovision Song Contest: The Story of Fire Saga","2020","PG-13","2h 3min","Comedy; Music; ","26 June 2020 (USA)","6.6","37498","857","https://www.imdb.com/title/tt8580274/reviews/_ajax?ref_=undefined&paginationKey="
"The Rocker","2008","PG-13","1h 42min","Comedy; Music; ","20 August 2008 (USA)","6.2","36300","112","https://www.imdb.com/title/tt1031969/reviews/_ajax?ref_=undefined&paginationKey="
"Love & Mercy","2014","PG-13","2h 1min","Biography; Drama; Music; ","19 June 2015 (USA)","7.4","34933","160","https://www.imdb.com/title/tt0903657/reviews/_ajax?ref_=undefined&paginationKey="
"Mr. Holland's Opus","1995","PG","2h 23min","Drama; Music; ","19 January 1996 (USA)","7.3","34755","172","https://www.imdb.com/title/tt0113862/reviews/_ajax?ref_=undefined&paginationKey="
"Detroit Rock City","1999","R","1h 35min","Comedy; Music; ","13 August 1999 (USA)","6.9","34741","197","https://www.imdb.com/title/tt0165710/reviews/_ajax?ref_=undefined&paginationKey="
"Velvet Goldmine","1998","R","1h 58min","Drama; Music; ","23 October 1998 (UK)","7.0","33100","324","https://www.imdb.com/title/tt0120879/reviews/_ajax?ref_=undefined&paginationKey="
"Happy New Year","2014","Not Rated","3h","Action; Comedy; Music; ","24 October 2014 (USA)","5.0","33033","227","https://www.imdb.com/title/tt2461132/reviews/_ajax?ref_=undefined&paginationKey="
"Spice World","1997","PG","1h 33min","Comedy; Music; ","23 January 1998 (USA)","3.5","32688","266","https://www.imdb.com/title/tt0120185/reviews/_ajax?ref_=undefined&paginationKey="
"Captain Corelli's Mandolin","2001","R","2h 11min","Drama; Music; Romance; ","17 August 2001 (USA)","5.9","32402","218","https://www.imdb.com/title/tt0238112/reviews/_ajax?ref_=undefined&paginationKey="
"Jersey Boys","2014","R","2h 14min","Biography; Drama; Music; ","20 June 2014 (USA)","6.8","32133","221","https://www.imdb.com/title/tt1742044/reviews/_ajax?ref_=undefined&paginationKey="
"Sweet and Lowdown","1999","PG-13","1h 35min","Comedy; Drama; Music; ","10 March 2000 (USA)","7.2","31584","144","https://www.imdb.com/title/tt0158371/reviews/_ajax?ref_=undefined&paginationKey="
"The Commitments","1991","R","1h 58min","Comedy; Drama; Music; ","13 September 1991 (USA)","7.6","31338","117","https://www.imdb.com/title/tt0101605/reviews/_ajax?ref_=undefined&paginationKey="
"Hedwig and the Angry Inch","2001","R","1h 35min","Comedy; Drama; Music; ","31 August 2001 (USA)","7.7","31272","236","https://www.imdb.com/title/tt0248845/reviews/_ajax?ref_=undefined&paginationKey="
"The Red Violin","1998","R","2h 10min","Drama; Music; Mystery; ","11 June 1999 (USA)","7.6","31107","263","https://www.imdb.com/title/tt0120802/reviews/_ajax?ref_=undefined&paginationKey="
"54","1998","R","1h 33min","Drama; Music; ","28 August 1998 (USA)","5.9","31071","194","https://www.imdb.com/title/tt0120577/reviews/_ajax?ref_=undefined&paginationKey="
